,sharpness
2850,"tf.Tensor(6.033947294278615, shape=(), dtype=float64)"
2851,"tf.Tensor(7.928939003549208, shape=(), dtype=float64)"
2852,"tf.Tensor(7.915136469099226, shape=(), dtype=float64)"
2853,"tf.Tensor(6.818960870186135, shape=(), dtype=float64)"
2854,"tf.Tensor(7.308620576072012, shape=(), dtype=float64)"
2855,"tf.Tensor(8.504935866022828, shape=(), dtype=float64)"
2856,"tf.Tensor(7.364994293300581, shape=(), dtype=float64)"
2857,"tf.Tensor(7.572545276673108, shape=(), dtype=float64)"
2858,"tf.Tensor(6.673059702546443, shape=(), dtype=float64)"
2859,"tf.Tensor(5.542799168135714, shape=(), dtype=float64)"
2860,"tf.Tensor(8.116483087061182, shape=(), dtype=float64)"
2861,"tf.Tensor(6.837075154466503, shape=(), dtype=float64)"
2862,"tf.Tensor(6.557951511262718, shape=(), dtype=float64)"
2863,"tf.Tensor(5.917466872786874, shape=(), dtype=float64)"
2864,"tf.Tensor(8.19274329644182, shape=(), dtype=float64)"
2865,"tf.Tensor(6.96804156963609, shape=(), dtype=float64)"
2866,"tf.Tensor(8.132508613877407, shape=(), dtype=float64)"
2867,"tf.Tensor(6.299030638843278, shape=(), dtype=float64)"
2868,"tf.Tensor(5.4309829366867755, shape=(), dtype=float64)"
2869,"tf.Tensor(4.086397961526721, shape=(), dtype=float64)"
2870,"tf.Tensor(5.974235243880293, shape=(), dtype=float64)"
2871,"tf.Tensor(8.763572029019626, shape=(), dtype=float64)"
2872,"tf.Tensor(7.139460724327486, shape=(), dtype=float64)"
2873,"tf.Tensor(8.324368618885737, shape=(), dtype=float64)"
2874,"tf.Tensor(6.431429333267533, shape=(), dtype=float64)"
2875,"tf.Tensor(7.276537027120886, shape=(), dtype=float64)"
2876,"tf.Tensor(6.93790707179665, shape=(), dtype=float64)"
2877,"tf.Tensor(9.11185452143531, shape=(), dtype=float64)"
2878,"tf.Tensor(6.7913606345512285, shape=(), dtype=float64)"
2879,"tf.Tensor(6.129204679302149, shape=(), dtype=float64)"
2880,"tf.Tensor(8.841735317951866, shape=(), dtype=float64)"
2881,"tf.Tensor(7.3785963950743785, shape=(), dtype=float64)"
2882,"tf.Tensor(7.978445385473572, shape=(), dtype=float64)"
2883,"tf.Tensor(6.901121487975826, shape=(), dtype=float64)"
2884,"tf.Tensor(6.370807238747057, shape=(), dtype=float64)"
2885,"tf.Tensor(6.507923979817676, shape=(), dtype=float64)"
2886,"tf.Tensor(6.975244208353449, shape=(), dtype=float64)"
2887,"tf.Tensor(7.117243136073382, shape=(), dtype=float64)"
2888,"tf.Tensor(5.8807274362950315, shape=(), dtype=float64)"
2889,"tf.Tensor(6.9215581259348795, shape=(), dtype=float64)"
2890,"tf.Tensor(7.362879887881935, shape=(), dtype=float64)"
2891,"tf.Tensor(6.769177313995372, shape=(), dtype=float64)"
2892,"tf.Tensor(5.708950924153339, shape=(), dtype=float64)"
2893,"tf.Tensor(7.906469531883295, shape=(), dtype=float64)"
2894,"tf.Tensor(6.364086169872589, shape=(), dtype=float64)"
2895,"tf.Tensor(8.274116397775888, shape=(), dtype=float64)"
2896,"tf.Tensor(7.285189113447057, shape=(), dtype=float64)"
2897,"tf.Tensor(5.697607861219461, shape=(), dtype=float64)"
2898,"tf.Tensor(7.367134814550422, shape=(), dtype=float64)"
2899,"tf.Tensor(5.708975905931092, shape=(), dtype=float64)"
2900,"tf.Tensor(7.629186645468263, shape=(), dtype=float64)"
2901,"tf.Tensor(6.5741784065371665, shape=(), dtype=float64)"
2902,"tf.Tensor(6.717670128766285, shape=(), dtype=float64)"
2903,"tf.Tensor(5.890820251753719, shape=(), dtype=float64)"
2904,"tf.Tensor(7.473075600862654, shape=(), dtype=float64)"
2905,"tf.Tensor(7.616658641049228, shape=(), dtype=float64)"
2906,"tf.Tensor(6.553179357729386, shape=(), dtype=float64)"
2907,
2908,"tf.Tensor(5.409543785675947, shape=(), dtype=float64)"
2909,"tf.Tensor(6.971022688002311, shape=(), dtype=float64)"
2910,"tf.Tensor(8.627080392077191, shape=(), dtype=float64)"
2911,"tf.Tensor(5.8414738771902055, shape=(), dtype=float64)"
2912,"tf.Tensor(6.872856396617306, shape=(), dtype=float64)"
2913,"tf.Tensor(7.4468572524707835, shape=(), dtype=float64)"
2914,
2915,"tf.Tensor(6.163583936654783, shape=(), dtype=float64)"
2916,"tf.Tensor(7.400377560123257, shape=(), dtype=float64)"
2917,"tf.Tensor(7.339487542549012, shape=(), dtype=float64)"
2918,"tf.Tensor(6.366310944428543, shape=(), dtype=float64)"
2919,"tf.Tensor(7.911199682093773, shape=(), dtype=float64)"
2920,"tf.Tensor(5.6299740186083636, shape=(), dtype=float64)"
2921,"tf.Tensor(6.800065779475231, shape=(), dtype=float64)"
2922,"tf.Tensor(8.800141771362291, shape=(), dtype=float64)"
2923,"tf.Tensor(6.941919551374141, shape=(), dtype=float64)"
2924,"tf.Tensor(5.651197066856831, shape=(), dtype=float64)"
2925,"tf.Tensor(7.362879887881935, shape=(), dtype=float64)"
2926,"tf.Tensor(5.858572332149448, shape=(), dtype=float64)"
2927,"tf.Tensor(8.50561299682215, shape=(), dtype=float64)"
2928,"tf.Tensor(8.257873156070971, shape=(), dtype=float64)"
2929,"tf.Tensor(7.456352592587879, shape=(), dtype=float64)"
2930,"tf.Tensor(4.895274690193583, shape=(), dtype=float64)"
2931,"tf.Tensor(7.3156365773468455, shape=(), dtype=float64)"
2932,"tf.Tensor(6.010850488893162, shape=(), dtype=float64)"
2933,"tf.Tensor(6.467687477806401, shape=(), dtype=float64)"
2934,"tf.Tensor(6.6104996363006885, shape=(), dtype=float64)"
2935,"tf.Tensor(5.9577628687552755, shape=(), dtype=float64)"
2936,"tf.Tensor(5.939018187531776, shape=(), dtype=float64)"
2937,"tf.Tensor(6.008307916223305, shape=(), dtype=float64)"
2938,"tf.Tensor(6.2512279071684995, shape=(), dtype=float64)"
2939,"tf.Tensor(7.46030413245082, shape=(), dtype=float64)"
2940,"tf.Tensor(5.797214862354196, shape=(), dtype=float64)"
2941,"tf.Tensor(7.630428379197223, shape=(), dtype=float64)"
2942,"tf.Tensor(8.293110888971922, shape=(), dtype=float64)"
2943,"tf.Tensor(6.296966829165766, shape=(), dtype=float64)"
2944,"tf.Tensor(7.910592946559157, shape=(), dtype=float64)"
2945,"tf.Tensor(8.211971813330294, shape=(), dtype=float64)"
2946,"tf.Tensor(7.143291725112701, shape=(), dtype=float64)"
2947,"tf.Tensor(4.115687062326447, shape=(), dtype=float64)"
2948,"tf.Tensor(6.485630124145547, shape=(), dtype=float64)"
2949,"tf.Tensor(8.221281780396474, shape=(), dtype=float64)"
2950,"tf.Tensor(8.181981784349919, shape=(), dtype=float64)"
2951,"tf.Tensor(8.836865105515521, shape=(), dtype=float64)"
2952,"tf.Tensor(5.511707762465612, shape=(), dtype=float64)"
2953,"tf.Tensor(6.551107545394271, shape=(), dtype=float64)"
2954,"tf.Tensor(8.18234451680617, shape=(), dtype=float64)"
2955,"tf.Tensor(7.23689425205799, shape=(), dtype=float64)"
2956,"tf.Tensor(8.26134224498567, shape=(), dtype=float64)"
2957,"tf.Tensor(6.243807548826477, shape=(), dtype=float64)"
2958,"tf.Tensor(6.49183622096788, shape=(), dtype=float64)"
2959,"tf.Tensor(8.409498808333906, shape=(), dtype=float64)"
2960,"tf.Tensor(5.729858810968608, shape=(), dtype=float64)"
2961,"tf.Tensor(6.463631774468978, shape=(), dtype=float64)"
2962,"tf.Tensor(7.148469490597332, shape=(), dtype=float64)"
2963,"tf.Tensor(6.2016079913771165, shape=(), dtype=float64)"
2964,"tf.Tensor(8.959809251849743, shape=(), dtype=float64)"
2965,"tf.Tensor(6.456308354569434, shape=(), dtype=float64)"
2966,"tf.Tensor(7.274017557859568, shape=(), dtype=float64)"
2967,"tf.Tensor(5.824539174265072, shape=(), dtype=float64)"
2968,"tf.Tensor(8.254757107404295, shape=(), dtype=float64)"
2969,"tf.Tensor(6.470245037014737, shape=(), dtype=float64)"
2970,"tf.Tensor(5.817234839782211, shape=(), dtype=float64)"
2971,"tf.Tensor(6.856190537841664, shape=(), dtype=float64)"
2972,"tf.Tensor(6.259468427826494, shape=(), dtype=float64)"
2973,"tf.Tensor(5.827435889608236, shape=(), dtype=float64)"
2974,"tf.Tensor(7.019844021737377, shape=(), dtype=float64)"
2975,"tf.Tensor(8.219404765507493, shape=(), dtype=float64)"
2976,"tf.Tensor(6.3698367283669555, shape=(), dtype=float64)"
2977,"tf.Tensor(8.22027427809698, shape=(), dtype=float64)"
2978,"tf.Tensor(8.026372108547648, shape=(), dtype=float64)"
2979,"tf.Tensor(5.7710665111713775, shape=(), dtype=float64)"
2980,"tf.Tensor(7.019844021737377, shape=(), dtype=float64)"
2981,"tf.Tensor(5.451008123020494, shape=(), dtype=float64)"
2982,"tf.Tensor(6.590455479549552, shape=(), dtype=float64)"
2983,"tf.Tensor(7.401919914290686, shape=(), dtype=float64)"
2984,"tf.Tensor(7.552177669383872, shape=(), dtype=float64)"
2985,"tf.Tensor(8.32493652310531, shape=(), dtype=float64)"
2986,"tf.Tensor(5.958081662441815, shape=(), dtype=float64)"
2987,"tf.Tensor(8.976935351512871, shape=(), dtype=float64)"
2988,"tf.Tensor(5.971861340891198, shape=(), dtype=float64)"
2989,"tf.Tensor(7.058609672396561, shape=(), dtype=float64)"
2990,"tf.Tensor(5.25856734179741, shape=(), dtype=float64)"
2991,"tf.Tensor(5.507137118314379, shape=(), dtype=float64)"
2992,"tf.Tensor(7.720059640806572, shape=(), dtype=float64)"
2993,"tf.Tensor(6.483278282346356, shape=(), dtype=float64)"
2994,"tf.Tensor(5.536492376995265, shape=(), dtype=float64)"
2995,"tf.Tensor(5.929841509068575, shape=(), dtype=float64)"
2996,"tf.Tensor(5.133016180377455, shape=(), dtype=float64)"
2997,"tf.Tensor(7.570002767583898, shape=(), dtype=float64)"
2998,"tf.Tensor(7.437311543820729, shape=(), dtype=float64)"
2999,"tf.Tensor(5.770069063029261, shape=(), dtype=float64)"
3000,"tf.Tensor(6.549626874667223, shape=(), dtype=float64)"
3001,"tf.Tensor(8.84120290995626, shape=(), dtype=float64)"
3002,
3003,"tf.Tensor(5.836654220824277, shape=(), dtype=float64)"
3004,"tf.Tensor(6.628900605379291, shape=(), dtype=float64)"
3005,"tf.Tensor(6.078421105203882, shape=(), dtype=float64)"
3006,"tf.Tensor(6.951755708808689, shape=(), dtype=float64)"
3007,"tf.Tensor(7.333970009158034, shape=(), dtype=float64)"
3008,"tf.Tensor(6.333824333213517, shape=(), dtype=float64)"
3009,"tf.Tensor(6.931488677510266, shape=(), dtype=float64)"
3010,"tf.Tensor(5.776617433827133, shape=(), dtype=float64)"
3011,"tf.Tensor(5.0762179647281185, shape=(), dtype=float64)"
3012,"tf.Tensor(6.480027553300509, shape=(), dtype=float64)"
3013,"tf.Tensor(6.067334364940007, shape=(), dtype=float64)"
3014,"tf.Tensor(5.654122556297518, shape=(), dtype=float64)"
3015,"tf.Tensor(7.4088002820182615, shape=(), dtype=float64)"
3016,"tf.Tensor(7.978792917124151, shape=(), dtype=float64)"
3017,"tf.Tensor(6.9088319555379725, shape=(), dtype=float64)"
3018,"tf.Tensor(7.888504405959139, shape=(), dtype=float64)"
3019,"tf.Tensor(7.008882602213871, shape=(), dtype=float64)"
3020,"tf.Tensor(6.669600053890235, shape=(), dtype=float64)"
3021,"tf.Tensor(7.070961259680348, shape=(), dtype=float64)"
3022,"tf.Tensor(6.304211683826122, shape=(), dtype=float64)"
3023,"tf.Tensor(6.216200957018354, shape=(), dtype=float64)"
3024,"tf.Tensor(6.7553494933247284, shape=(), dtype=float64)"
3025,"tf.Tensor(5.789097449592303, shape=(), dtype=float64)"
3026,"tf.Tensor(5.5217704199358515, shape=(), dtype=float64)"
3027,"tf.Tensor(6.4564816186491685, shape=(), dtype=float64)"
3028,"tf.Tensor(7.4156413560854, shape=(), dtype=float64)"
3029,"tf.Tensor(4.59360345255246, shape=(), dtype=float64)"
3030,"tf.Tensor(5.411232319151268, shape=(), dtype=float64)"
3031,"tf.Tensor(6.743106095897818, shape=(), dtype=float64)"
3032,"tf.Tensor(4.657617940980532, shape=(), dtype=float64)"
3033,"tf.Tensor(6.994486837871856, shape=(), dtype=float64)"
3034,"tf.Tensor(5.749560219200709, shape=(), dtype=float64)"
3035,"tf.Tensor(6.456486325656602, shape=(), dtype=float64)"
3036,"tf.Tensor(6.736979778329303, shape=(), dtype=float64)"
3037,"tf.Tensor(6.050703580180541, shape=(), dtype=float64)"
3038,"tf.Tensor(5.703503618909497, shape=(), dtype=float64)"
3039,"tf.Tensor(6.715519836198945, shape=(), dtype=float64)"
3040,
3041,"tf.Tensor(4.703802498483252, shape=(), dtype=float64)"
3042,"tf.Tensor(5.523784834901143, shape=(), dtype=float64)"
3043,"tf.Tensor(5.865453831685689, shape=(), dtype=float64)"
3044,"tf.Tensor(6.247876843193166, shape=(), dtype=float64)"
3045,"tf.Tensor(6.117031730265866, shape=(), dtype=float64)"
3046,"tf.Tensor(7.364667827248291, shape=(), dtype=float64)"
3047,"tf.Tensor(7.542004102042104, shape=(), dtype=float64)"
3048,"tf.Tensor(5.650310693837073, shape=(), dtype=float64)"
3049,"tf.Tensor(6.829401710054208, shape=(), dtype=float64)"
3050,"tf.Tensor(6.548090502409507, shape=(), dtype=float64)"
3051,"tf.Tensor(5.212211694220781, shape=(), dtype=float64)"
3052,"tf.Tensor(6.434468306817141, shape=(), dtype=float64)"
3053,"tf.Tensor(7.716119009718149, shape=(), dtype=float64)"
3054,"tf.Tensor(6.492387514611272, shape=(), dtype=float64)"
3055,"tf.Tensor(6.930691677163875, shape=(), dtype=float64)"
3056,"tf.Tensor(6.312320773637328, shape=(), dtype=float64)"
3057,"tf.Tensor(7.915637526901771, shape=(), dtype=float64)"
3058,"tf.Tensor(7.564293239405315, shape=(), dtype=float64)"
3059,"tf.Tensor(6.796761718861882, shape=(), dtype=float64)"
3060,"tf.Tensor(4.90936019355922, shape=(), dtype=float64)"
3061,"tf.Tensor(7.6087237640300645, shape=(), dtype=float64)"
3062,"tf.Tensor(5.3646320370445055, shape=(), dtype=float64)"
3063,"tf.Tensor(8.248224641587509, shape=(), dtype=float64)"
3064,"tf.Tensor(6.795914353795415, shape=(), dtype=float64)"
3065,"tf.Tensor(7.200036800742492, shape=(), dtype=float64)"
3066,"tf.Tensor(5.507137118314379, shape=(), dtype=float64)"
3067,"tf.Tensor(5.502014286035947, shape=(), dtype=float64)"
3068,"tf.Tensor(7.095199452922231, shape=(), dtype=float64)"
3069,"tf.Tensor(5.773333263702561, shape=(), dtype=float64)"
3070,"tf.Tensor(5.850961064683603, shape=(), dtype=float64)"
3071,"tf.Tensor(6.1024002139643745, shape=(), dtype=float64)"
3072,"tf.Tensor(6.3038198236393095, shape=(), dtype=float64)"
3073,"tf.Tensor(4.365510593347275, shape=(), dtype=float64)"
3074,"tf.Tensor(7.058609672396561, shape=(), dtype=float64)"
3075,"tf.Tensor(5.43533826609801, shape=(), dtype=float64)"
3076,"tf.Tensor(5.3188982679580326, shape=(), dtype=float64)"
3077,"tf.Tensor(6.052720506645694, shape=(), dtype=float64)"
3078,"tf.Tensor(8.341496279423916, shape=(), dtype=float64)"
3079,"tf.Tensor(6.90161292480393, shape=(), dtype=float64)"
3080,"tf.Tensor(5.823155061042015, shape=(), dtype=float64)"
3081,"tf.Tensor(7.817472569776664, shape=(), dtype=float64)"
3082,"tf.Tensor(7.787805732145654, shape=(), dtype=float64)"
3083,"tf.Tensor(7.405535669161613, shape=(), dtype=float64)"
3084,"tf.Tensor(6.330821394114513, shape=(), dtype=float64)"
3085,"tf.Tensor(6.702346116294851, shape=(), dtype=float64)"
3086,"tf.Tensor(8.330448497945973, shape=(), dtype=float64)"
3087,"tf.Tensor(8.111495976763635, shape=(), dtype=float64)"
3088,"tf.Tensor(6.302362304415916, shape=(), dtype=float64)"
3089,"tf.Tensor(7.461257196606704, shape=(), dtype=float64)"
3090,"tf.Tensor(6.43255790256397, shape=(), dtype=float64)"
3091,"tf.Tensor(6.542974855934991, shape=(), dtype=float64)"
3092,"tf.Tensor(7.228926977549325, shape=(), dtype=float64)"
3093,"tf.Tensor(7.672987520223873, shape=(), dtype=float64)"
3094,"tf.Tensor(4.859014195192577, shape=(), dtype=float64)"
3095,"tf.Tensor(7.7481497637308685, shape=(), dtype=float64)"
3096,"tf.Tensor(6.041830937292146, shape=(), dtype=float64)"
3097,"tf.Tensor(5.336873199127846, shape=(), dtype=float64)"
3098,"tf.Tensor(8.7267165702441, shape=(), dtype=float64)"
3099,"tf.Tensor(5.4832271971976825, shape=(), dtype=float64)"
3100,"tf.Tensor(7.561983834478506, shape=(), dtype=float64)"
3101,"tf.Tensor(7.787544769359855, shape=(), dtype=float64)"
3102,"tf.Tensor(6.846364663194542, shape=(), dtype=float64)"
3103,"tf.Tensor(6.9546061069968115, shape=(), dtype=float64)"
3104,"tf.Tensor(6.977801666857165, shape=(), dtype=float64)"
3105,"tf.Tensor(5.5174081357814355, shape=(), dtype=float64)"
3106,"tf.Tensor(5.935355959925894, shape=(), dtype=float64)"
3107,"tf.Tensor(7.304786392035971, shape=(), dtype=float64)"
3108,"tf.Tensor(6.329888689453875, shape=(), dtype=float64)"
3109,"tf.Tensor(6.684101687669082, shape=(), dtype=float64)"
3110,"tf.Tensor(6.883270391312202, shape=(), dtype=float64)"
3111,
3112,"tf.Tensor(8.190572043313356, shape=(), dtype=float64)"
3113,"tf.Tensor(5.896988951885013, shape=(), dtype=float64)"
3114,"tf.Tensor(5.594313067713288, shape=(), dtype=float64)"
3115,"tf.Tensor(8.551407043127693, shape=(), dtype=float64)"
3116,"tf.Tensor(6.114500685998799, shape=(), dtype=float64)"
3117,"tf.Tensor(8.58945509089161, shape=(), dtype=float64)"
3118,"tf.Tensor(6.063749482779826, shape=(), dtype=float64)"
3119,"tf.Tensor(6.048984975186074, shape=(), dtype=float64)"
3120,"tf.Tensor(6.818162667729831, shape=(), dtype=float64)"
3121,"tf.Tensor(7.9828722909918755, shape=(), dtype=float64)"
3122,"tf.Tensor(4.47410496576262, shape=(), dtype=float64)"
3123,"tf.Tensor(6.644894694536192, shape=(), dtype=float64)"
3124,"tf.Tensor(6.810632798498455, shape=(), dtype=float64)"
3125,"tf.Tensor(8.00702717754891, shape=(), dtype=float64)"
3126,"tf.Tensor(8.14549264709854, shape=(), dtype=float64)"
3127,"tf.Tensor(6.447637385800592, shape=(), dtype=float64)"
3128,"tf.Tensor(6.272252378621223, shape=(), dtype=float64)"
3129,"tf.Tensor(7.323276484993654, shape=(), dtype=float64)"
3130,"tf.Tensor(9.213336526268328, shape=(), dtype=float64)"
3131,"tf.Tensor(5.714561282427414, shape=(), dtype=float64)"
3132,"tf.Tensor(5.546092073345275, shape=(), dtype=float64)"
3133,"tf.Tensor(6.050703580180541, shape=(), dtype=float64)"
3134,"tf.Tensor(6.689961483730904, shape=(), dtype=float64)"
3135,"tf.Tensor(7.236035757696911, shape=(), dtype=float64)"
3136,"tf.Tensor(7.649739694983198, shape=(), dtype=float64)"
3137,"tf.Tensor(6.496698982195684, shape=(), dtype=float64)"
3138,"tf.Tensor(7.194241117298894, shape=(), dtype=float64)"
3139,"tf.Tensor(6.262323501705247, shape=(), dtype=float64)"
3140,"tf.Tensor(6.5821123656866245, shape=(), dtype=float64)"
3141,"tf.Tensor(8.551407043127693, shape=(), dtype=float64)"
3142,"tf.Tensor(5.9577628687552755, shape=(), dtype=float64)"
3143,"tf.Tensor(6.954028641987826, shape=(), dtype=float64)"
3144,"tf.Tensor(7.518741600082852, shape=(), dtype=float64)"
3145,"tf.Tensor(6.627242561351842, shape=(), dtype=float64)"
3146,"tf.Tensor(7.164857239076761, shape=(), dtype=float64)"
3147,"tf.Tensor(6.445592446738592, shape=(), dtype=float64)"
3148,"tf.Tensor(6.06184709391815, shape=(), dtype=float64)"
3149,"tf.Tensor(6.809474739332608, shape=(), dtype=float64)"
3150,"tf.Tensor(8.589293874851577, shape=(), dtype=float64)"
3151,"tf.Tensor(7.216301514944702, shape=(), dtype=float64)"
3152,"tf.Tensor(7.50192620119819, shape=(), dtype=float64)"
3153,"tf.Tensor(6.604956844962742, shape=(), dtype=float64)"
3154,"tf.Tensor(9.296058926475405, shape=(), dtype=float64)"
3155,"tf.Tensor(7.1851692529334565, shape=(), dtype=float64)"
3156,"tf.Tensor(4.500248508930578, shape=(), dtype=float64)"
3157,"tf.Tensor(7.131756648532839, shape=(), dtype=float64)"
3158,"tf.Tensor(7.050527892687578, shape=(), dtype=float64)"
3159,"tf.Tensor(4.507372707163207, shape=(), dtype=float64)"
3160,"tf.Tensor(6.729231363438533, shape=(), dtype=float64)"
3161,"tf.Tensor(6.425552016814909, shape=(), dtype=float64)"
3162,"tf.Tensor(6.363681833484163, shape=(), dtype=float64)"
3163,"tf.Tensor(5.3791941021552185, shape=(), dtype=float64)"
3164,"tf.Tensor(6.796835586234067, shape=(), dtype=float64)"
3165,"tf.Tensor(6.091349172112701, shape=(), dtype=float64)"
3166,"tf.Tensor(6.8415359587082705, shape=(), dtype=float64)"
3167,"tf.Tensor(7.408143360356468, shape=(), dtype=float64)"
3168,"tf.Tensor(5.8807274362950315, shape=(), dtype=float64)"
3169,"tf.Tensor(6.714019679184906, shape=(), dtype=float64)"
3170,"tf.Tensor(5.577138681669704, shape=(), dtype=float64)"
3171,"tf.Tensor(8.49611005766937, shape=(), dtype=float64)"
3172,"tf.Tensor(8.07270528840458, shape=(), dtype=float64)"
3173,"tf.Tensor(6.836732678627627, shape=(), dtype=float64)"
3174,"tf.Tensor(8.103288476534049, shape=(), dtype=float64)"
3175,"tf.Tensor(7.477728370167354, shape=(), dtype=float64)"
3176,"tf.Tensor(6.924449352877647, shape=(), dtype=float64)"
3177,"tf.Tensor(6.314674933478783, shape=(), dtype=float64)"
3178,"tf.Tensor(6.065785414738579, shape=(), dtype=float64)"
3179,"tf.Tensor(6.807628714509355, shape=(), dtype=float64)"
3180,"tf.Tensor(5.930505111913017, shape=(), dtype=float64)"
3181,"tf.Tensor(7.14938772254851, shape=(), dtype=float64)"
